정류장순번,정류장명,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,00시,01시,02시,03시
0,초당주공3단지후문,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,초당초등학교.현진에버빌,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,초당중학교.삼부르네상스아파트,0,0,0,0,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,동백경남아너스빌,0,0,0,1,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,동백역.성산마을서해그랑블,0,2,0,3,2,5,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,동백2동행정복지센터,0,0,0,0,2,2,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,쥬네브상가,0,0,0,0,1,3,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,동백소방서.동일하이빌.롯데캐슬,0,2,2,3,4,9,11,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,동백고.풍림코아루.호수마을서해그랑블,0,1,2,3,6,12,17,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,동백중학교,0,3,3,5,10,18,22,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,동막초등학교.호수마을계룡리슈빌.어울림,0,1,2,7,9,20,26,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,두산위브더제니스.호수마을.자연엔데시앙,0,3,3,8,14,26,34,27,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,동백이마트,0,4,5,10,16,29,40,33,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,어정역,0,3,3,12,17,31,43,36,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,어정풍림아파트,0,2,4,13,17,33,42,43,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,갈천마을,0,1,2,6,22,27,35,41,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,지석역,0,0,2,8,8,29,38,42,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,어정삼거리.강남마을,0,2,4,7,23,35,35,47,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,강남대역.강남대입구,0,3,5,12,24,36,45,52,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,수원컨트리클럽,0,8,5,14,26,38,49,51,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,기흥역,0,6,8,15,31,45,53,62,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,롯데캐슬스카이.이안두드림.백남준아트센터,0,2,11,14,31,46,38,45,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,상미마을.신갈오거리.롯데캐슬레이시티,0,4,11,16,35,49,41,49,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,순천향대학병원,0,0,10,10,21,34,44,51,51,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,남대문세무서.국가인권위원회,0,0,5,5,11,19,23,28,28,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,청계2가교차로,0,0,3,4,8,13,18,19,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,조계사,0,0,2,2,4,8,11,12,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,세종문화회관,0,0,1,2,2,5,5,8,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,신한은행본점,0,0,1,1,2,4,4,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,서울역버스환승센터(5번승강장)(중),0,0,1,2,3,5,6,7,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,숭례문,0,0,0,1,1,5,5,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,명동입구,0,0,2,3,4,6,9,11,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,명동성당,0,0,2,4,5,10,11,13,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,순천향대학병원,0,0,1,3,6,8,15,16,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,상미마을.신갈오거리.롯데캐슬레이시티,0,0,0,3,6,9,14,12,12,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0
35,롯데캐슬스카이.이안두드림.백남준아트센터,0,0,0,2,5,4,10,13,13,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0
36,기흥역,0,0,0,3,4,7,9,13,12,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0
37,수원컨트리클럽,0,0,0,1,3,4,4,5,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
38,강남대역.강남대입구,0,0,0,1,3,3,7,8,7,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0
39,지석역,0,0,0,1,1,2,3,3,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0
40,갈천마을.주공아파트,0,0,0,1,1,0,5,2,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
41,어정풍림아파트,0,0,0,0,1,2,4,5,8,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0
42,어정역,0,0,0,1,2,4,5,6,8,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0
43,동백이마트,0,0,0,1,1,3,3,5,5,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
44,평촌마을,0,0,0,1,1,2,1,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
45,호수마을.자연앤데시앙.두산위브더제니스,0,0,0,0,1,2,1,2,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
46,호수마을자연앤데시앙.월드메르디앙,0,0,0,0,0,1,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
47,동막초등학교.호수마을계룡리슈빌.어울림,0,0,0,0,0,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
48,동백중학교,0,0,0,1,1,1,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
49,동백고.호수마을서해그랑블.풍림코아루,0,0,0,0,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,동백소방서.동일하이빌.롯데캐슬,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51,쥬네브상가,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,동백2동행정복지센터,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,동백역.성산마을서해그랑블,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,동백경남아너스빌,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,초당중학교.삼부르네상스아파트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,초당초등학교.현진에버빌,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,초당역,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
